transect_uid,survey_id,site_name,survey_date,scientific,portal_name,total,method
912349766 Transect_912349766_2016-03-25_3.1,912349766,Pt Noarlunga inside,2016-03-25,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,260,M1_fish
912353637 Transect_912353637_2020-02-12_5.1,912353637,Noarlunga North Outside,2020-02-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,260,M1_fish
812301124 Transect_812301124_2007-02-21_5.4,812301124,Rapid Head,2007-02-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,255,M1_fish
812301023 Transect_812301023_2006-02-23_5.3,812301023,Carrickalinga (toilet),2006-02-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,250,M1_fish
912345618 Transect_912345618_2012-11-02_5.3,912345618,2nd Valley Boat Shed,2012-11-02,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,250,M1_fish
912346265 Transect_912346265_2016-02-09_5.3,912346265,Carrickalinga (toilet),2016-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,250,M1_fish
912347015 Transect_912347015_2017-03-25_5.2,912347015,Rapid Head East,2017-03-25,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,250,M1_fish
912349693 Transect_912349693_2017-03-07_5.1,912349693,Carrickalinga North Site,2017-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,250,M1_fish
912352719 Transect_912352719_2019-03-20_5.2,912352719,Noarlunga North Outside,2019-03-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,249,M1_fish
912345011 Transect_912345011_2014-02-05_8,912345011,Haycock Point,2014-02-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,248,M1_fish
812301192 Transect_812301192_2007-02-22_5.2,812301192,Myponga South,2007-02-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,245,M1_fish
912351028 Transect_912351028_2018-01-20_10.1,912351028,Aldinga Pinacles,2018-01-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,245,M1_fish
923403149 Transect_923403149_2024-02-18_5.2,923403149,Carrickalinga Head,2024-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,245,M1_fish
812301763 Transect_812301763_2006-03-01_5.3,812301763,Ripple Rock,2006-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,240,M1_fish
912346299 Transect_912346299_2016-02-09_4.3,912346299,Rapid Head East,2016-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,240,M1_fish
912352615 Transect_912352615_2019-02-28_5.4,912352615,Carrickalinga (toilet),2019-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,240,M1_fish
923401332 Transect_923401332_2022-09-05_5.2,923401332,Noarlunga North Outside,2022-09-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,237,M1_fish
923401072 Transect_923401072_2022-02-11_5.2,923401072,Rapid Head South,2022-02-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,235,M1_fish
923406554 Transect_923406554_2026-01-15_5.2,923406554,2nd Valley Boat Shed,2026-01-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,233,M1_fish
812301234 Transect_812301234_2005-03-11_5.4,812301234,Dodd's Beach,2005-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,225,M1_fish
912349841 Transect_912349841_2016-11-18_5.1,912349841,Noarlunga North Outside,2016-11-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,225,M1_fish
812301191 Transect_812301191_2007-02-22_5.1,812301191,Myponga South,2007-02-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,223,M1_fish
923401344 Transect_923401344_2022-04-08_3.1,923401344,Pt Noarlunga inside,2022-04-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,221,M1_fish
812301052 Transect_812301052_2006-02-23_5.2,812301052,Haycock Point,2006-02-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,220,M1_fish
912346275 Transect_912346275_2016-02-09_5.1,912346275,Dodd's Beach,2016-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,220,M1_fish
912350463 Transect_912350463_2017-03-06_5.1,912350463,Noarlunga North Outside,2017-03-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,220,M1_fish
912351064 Transect_912351064_2018-02-19_5.1,912351064,Myponga,2018-02-19,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,220,M1_fish
912351094 Transect_912351094_2018-01-25_10.2,912351094,Broken Bottom,2018-01-25,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,215,M1_fish
912353931 Transect_912353931_2020-02-08_5.2,912353931,Rapid Head East,2020-02-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,215,M1_fish
923403151 Transect_923403151_2024-02-17_5.2,923403151,Rapid Head East,2024-02-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,215,M1_fish
812301082 Transect_812301082_2006-03-20_5.2,812301082,Carrickalinga Head,2006-03-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,214,M1_fish
923400411 Transect_923400411_2021-03-01_10.2,923400411,Broken Bottom,2021-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,213,M1_fish
912353668 Transect_912353668_2020-03-17_3.3,912353668,Noarlunga South Outside,2020-03-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,212,M1_fish
812301092 Transect_812301092_2007-02-22_5.2,812301092,Carrickalinga Head,2007-02-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,210,M1_fish
912344079 Transect_912344079_2014-01-22_5.3,912344079,2nd Valley Boat Shed,2014-01-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,210,M1_fish
912346276 Transect_912346276_2016-02-09_5,912346276,Carrickalinga (toilet),2016-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,210,M1_fish
912353640 Transect_912353640_2020-02-12_5.3,912353640,Noarlunga North Outside,2020-02-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,210,M1_fish
912353914 Transect_912353914_2020-02-08_5.4,912353914,Rapid Head East,2020-02-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,210,M1_fish
923401831 Transect_923401831_2023-01-15_5.4,923401831,Rapid Head East,2023-01-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,208,M1_fish
923406777 Transect_923406777_2025-03-07_5.1,923406777,Noarlunga North Outside,2025-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,207,M1_fish
812301083 Transect_812301083_2006-03-20_5.3,812301083,Carrickalinga Head,2006-03-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,205,M1_fish
812327123 Transect_812327123_2016-03-10_5.3,812327123,Rapid Head,2016-03-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,203,M1_fish
5000350 Transect_5000350_2008-02-05_5,5000350,Lasseters Reef,2008-02-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
812301043 Transect_812301043_2005-03-08_5.3,812301043,Haycock Point,2005-03-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
812301053 Transect_812301053_2006-02-23_5.3,812301053,Haycock Point,2006-02-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
812324313 Transect_812324313_2012-02-10_5.3,812324313,Dodd's Beach,2012-02-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
912345651 Transect_912345651_2013-04-04_5.4,912345651,2nd Valley Boat Shed,2013-04-04,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
912346309 Transect_912346309_2016-02-12_5.3,912346309,Ripple Rock,2016-02-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
912349700 Transect_912349700_2017-03-07_5.2,912349700,Ripple Rock,2017-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
912350977 Transect_912350977_2018-03-07_5,912350977,Dodd's Beach,2018-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
912352611 Transect_912352611_2019-02-20_5.4,912352611,Rapid Head,2019-02-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
912353431 Transect_912353431_2020-03-22_5.1,912353431,Myponga South,2020-03-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
912353461 Transect_912353461_2020-03-22_5.4,912353461,Ripple Rock,2020-03-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
912353642 Transect_912353642_2020-02-12_5.2,912353642,Moana outside,2020-02-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
912353696 Transect_912353696_2020-03-26_5.3,912353696,Myponga,2020-03-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
912353916 Transect_912353916_2020-02-09_5.4,912353916,Dodd's Beach,2020-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
923400347 Transect_923400347_2021-03-20_5.3,923400347,2nd Valley Boat Shed,2021-03-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
923400381 Transect_923400381_2021-02-15_5.3,923400381,Moana outside,2021-02-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
923401810 Transect_923401810_2023-02-20_5.3,923401810,Carrickalinga Head,2023-02-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
923401846 Transect_923401846_2023-01-15_5.4,923401846,Rapid Head SZ,2023-01-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
923406593 Transect_923406593_2026-02-11_5.3,923406593,Lasseters Reef,2026-02-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,200,M1_fish
912350984 Transect_912350984_2018-02-21_5.1,912350984,Noarlunga North Outside,2018-02-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,195,M1_fish
923400382 Transect_923400382_2021-03-20_5.1,923400382,Lasseters Reef,2021-03-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,195,M1_fish
912349826 Transect_912349826_2016-11-17_5,912349826,Moana outside,2016-11-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,191,M1_fish
912347000 Transect_912347000_2017-03-25_5,912347000,Rapid Head SZ,2017-03-25,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,190,M1_fish
912349840 Transect_912349840_2016-11-18_5,912349840,Noarlunga North Outside,2016-11-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,190,M1_fish
912350462 Transect_912350462_2017-03-06_5,912350462,Noarlunga North Outside,2017-03-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,190,M1_fish
912350956 Transect_912350956_2018-05-16_5.2,912350956,Rapid Head East,2018-05-16,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,190,M1_fish
923400372 Transect_923400372_2021-03-11_5.2,923400372,Carrickalinga Nth,2021-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,190,M1_fish
923403126 Transect_923403126_2024-02-17_5.1,923403126,Rapid Head SZ,2024-02-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,190,M1_fish
912350957 Transect_912350957_2018-03-13_5.2,912350957,Carrickalinga Nth,2018-03-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,185,M1_fish
5002346 Transect_5002346_2011-02-02_6.1,5002346,Aldinga Reef,2011-02-02,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,180,M1_fish
912346291 Transect_912346291_2012-02-10_4.3,912346291,Rapid Head SZ,2012-02-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,180,M1_fish
912349857 Transect_912349857_2017-02-21_5,912349857,Rapid Head South,2017-02-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,180,M1_fish
923406633 Transect_923406633_2026-02-11_5.3,923406633,Haycock Point,2026-02-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,174,M1_fish
923401076 Transect_923401076_2022-02-13_5.2,923401076,Aldinga Reef,2022-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,172,M1_fish
812301173 Transect_812301173_2005-03-11_5.3,812301173,Myponga South,2005-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,170,M1_fish
923401041 Transect_923401041_2022-02-14_5.3,923401041,2nd Valley Boat Shed,2022-02-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,170,M1_fish
812301764 Transect_812301764_2006-03-01_5.4,812301764,Ripple Rock,2006-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,168,M1_fish
812301011 Transect_812301011_2005-03-08_5.1,812301011,Carrickalinga (toilet),2005-03-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,165,M1_fish
912345615 Transect_912345615_2012-11-23_5.4,912345615,Carrickalinga (toilet),2012-11-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,165,M1_fish
912350473 Transect_912350473_2017-03-10_3.2,912350473,Noarlunga South Outside,2017-03-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,164,M1_fish
923401329 Transect_923401329_2022-09-05_2.1,923401329,Horseshoe inner,2022-09-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,163,M1_fish
912349785 Transect_912349785_2016-03-01_11,912349785,Horseshoe outer,2016-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,160,M1_fish
912351065 Transect_912351065_2018-02-19_5.3,912351065,Myponga,2018-02-19,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,160,M1_fish
912353462 Transect_912353462_2020-03-22_5.3,912353462,Ripple Rock,2020-03-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,160,M1_fish
923403124 Transect_923403124_2024-02-17_5.3,923403124,Rapid Head SZ,2024-02-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,160,M1_fish
923406794 Transect_923406794_2025-03-07_5.2,923406794,Noarlunga North Outside,2025-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,160,M1_fish
812327263 Transect_812327263_2016-03-12_5.3,812327263,Myponga South,2016-03-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,158,M1_fish
912347008 Transect_912347008_2017-03-24_5.2,912347008,Rapid Head,2017-03-24,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,155,M1_fish
923406630 Transect_923406630_2026-01-15_5.1,923406630,Lasseters Reef,2026-01-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,154,M1_fish
912346351 Transect_912346351_2015-12-07_6.5,912346351,Outer Harbor breakwater south inside,2015-12-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,153,M1_fish
923406599 Transect_923406599_2026-02-11_5.4,923406599,2nd Valley Boat Shed,2026-02-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,151,M1_fish
812301062 Transect_812301062_2007-03-01_5.2,812301062,Haycock Point,2007-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,150,M1_fish
812301102 Transect_812301102_2005-03-09_5.2,812301102,Rapid Head,2005-03-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,150,M1_fish
812325251 Transect_812325251_2013-02-27_5.1,812325251,Rapid Head SZ,2013-02-27,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,150,M1_fish
912340330 Transect_912340330_2012-02-01_5.1,912340330,Rapid Head,2012-02-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,150,M1_fish
912346267 Transect_912346267_2016-02-10_5.3,912346267,Rapid Head South,2016-02-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,150,M1_fish
912350976 Transect_912350976_2018-03-15_5.3,912350976,Rapid Head South,2018-03-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,150,M1_fish
912351063 Transect_912351063_2018-02-19_5,912351063,Myponga,2018-02-19,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,150,M1_fish
912352718 Transect_912352718_2019-03-20_5.1,912352718,Noarlunga North Outside,2019-03-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,150,M1_fish
923400341 Transect_923400341_2021-03-10_5.2,923400341,Rapid Head South,2021-03-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,150,M1_fish
923400379 Transect_923400379_2021-02-15_5.4,923400379,Moana outside,2021-02-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,150,M1_fish
923401324 Transect_923401324_2022-09-06_5.2,923401324,Hallett Cove,2022-09-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,150,M1_fish
923403138 Transect_923403138_2024-02-18_5.3,923403138,Carrickalinga North Site 2,2024-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,150,M1_fish
923406568 Transect_923406568_2026-01-15_5.1,923406568,2nd Valley Boat Shed,2026-01-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,150,M1_fish
812301032 Transect_812301032_2007-03-01_5.2,812301032,Carrickalinga (toilet),2007-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,145,M1_fish
912347005 Transect_912347005_2017-03-26_5.1,912347005,Myponga South,2017-03-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,145,M1_fish
923406591 Transect_923406591_2026-02-09_10.3,923406591,Aldinga Pinacles,2026-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,145,M1_fish
912353196 Transect_912353196_2019-03-24_5.3,912353196,Lasseters Reef,2019-03-24,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,143,M1_fish
912345619 Transect_912345619_2012-11-02_5.4,912345619,2nd Valley Boat Shed,2012-11-02,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,142,M1_fish
912350927 Transect_912350927_2018-03-07_5.3,912350927,Dodd's Beach,2018-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,142,M1_fish
923400399 Transect_923400399_2020-12-13_5.3,923400399,Rapid Head East,2020-12-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,142,M1_fish
912350936 Transect_912350936_2018-03-15_5.1,912350936,Rapid Head,2018-03-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,140,M1_fish
5002362 Transect_5002362_2011-01-31_5.2,5002362,Rapid Head,2011-01-31,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,135,M1_fish
912345613 Transect_912345613_2012-11-23_5.2,912345613,Carrickalinga (toilet),2012-11-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,135,M1_fish
923401333 Transect_923401333_2022-03-25_5.1,923401333,Noarlunga North Outside,2022-03-25,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,132,M1_fish
812301081 Transect_812301081_2006-03-20_5.1,812301081,Carrickalinga Head,2006-03-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,131,M1_fish
912345023 Transect_912345023_2014-02-05_6.1,912345023,Lasseters Reef,2014-02-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,131,M1_fish
912340343 Transect_912340343_2012-02-03_5.2,912340343,Haycock Point,2012-02-03,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,130,M1_fish
912349696 Transect_912349696_2017-03-07_5,912349696,Carrickalinga North Site,2017-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,130,M1_fish
912353180 Transect_912353180_2019-09-26_5.2,912353180,Noarlunga North Outside,2019-09-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,125,M1_fish
923400295 Transect_923400295_2021-03-23_5.1,923400295,Rapid Head SZ,2021-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,125,M1_fish
923401070 Transect_923401070_2022-02-12_5.1,923401070,Lasseters Reef,2022-02-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,125,M1_fish
923401354 Transect_923401354_2022-09-05_5.1,923401354,Noarlunga North Outside,2022-09-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,123,M1_fish
812301054 Transect_812301054_2006-02-23_5.4,812301054,Haycock Point,2006-02-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,120,M1_fish
812301122 Transect_812301122_2007-02-21_5.2,812301122,Rapid Head,2007-02-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,120,M1_fish
812301672 Transect_812301672_2007-02-27_10.2,812301672,Cable Hut,2007-02-27,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,120,M1_fish
812325261 Transect_812325261_2013-02-26_5.1,812325261,Rapid Head East,2013-02-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,120,M1_fish
912346286 Transect_912346286_2016-02-11_5.2,912346286,Carrickalinga North Site,2016-02-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,120,M1_fish
912351066 Transect_912351066_2018-02-19_5.2,912351066,Myponga,2018-02-19,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,120,M1_fish
923400344 Transect_923400344_2021-03-20_5.2,923400344,2nd Valley Boat Shed,2021-03-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,120,M1_fish
923400384 Transect_923400384_2021-03-21_5.3,923400384,Carrickalinga North Site 2,2021-03-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,120,M1_fish
923403133 Transect_923403133_2024-02-18_5.1,923403133,Carrickalinga Head,2024-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,120,M1_fish
923403146 Transect_923403146_2024-02-20_5.2,923403146,2nd Valley Boat Shed,2024-02-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,120,M1_fish
812301762 Transect_812301762_2006-03-01_5.2,812301762,Ripple Rock,2006-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,118,M1_fish
812301073 Transect_812301073_2005-03-08_5.3,812301073,Carrickalinga Head,2005-03-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,115,M1_fish
923406809 Transect_923406809_2026-03-23_5.1,923406809,Puzzle Rock,2026-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,115,M1_fish
923400397 Transect_923400397_2020-12-13_5.4,923400397,Rapid Head East,2020-12-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,112,M1_fish
812301774 Transect_812301774_2007-02-22_5.4,812301774,Ripple Rock,2007-02-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,110,M1_fish
912349777 Transect_912349777_2016-03-26_5.1,912349777,Moana outside,2016-03-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,110,M1_fish
912350922 Transect_912350922_2018-02-13_5.3,912350922,Rapid Head SZ,2018-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,110,M1_fish
912353454 Transect_912353454_2020-03-21_5.3,912353454,Nev's Windmills,2020-03-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,110,M1_fish
923400331 Transect_923400331_2021-03-11_5.4,923400331,Ripple Rock,2021-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,110,M1_fish
923400338 Transect_923400338_2021-03-10_5.4,923400338,Rapid Head South,2021-03-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,110,M1_fish
923403615 Transect_923403615_2023-12-21_5,923403615,2nd Valley Boat Shed,2023-12-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,110,M1_fish
912350465 Transect_912350465_2017-03-06_5.2,912350465,Noarlunga North Outside,2017-03-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,106,M1_fish
912352623 Transect_912352623_2019-04-15_5.4,912352623,Carrickalinga Nth,2019-04-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,105,M1_fish
912353191 Transect_912353191_2019-03-24_5.1,912353191,Lasseters Reef,2019-03-24,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,105,M1_fish
812301074 Transect_812301074_2005-03-08_5.4,812301074,Carrickalinga Head,2005-03-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
812301754 Transect_812301754_2005-03-17_5.4,812301754,Ripple Rock,2005-03-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
812324312 Transect_812324312_2012-02-10_5.2,812324312,Dodd's Beach,2012-02-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
812327121 Transect_812327121_2016-03-10_5.1,812327121,Rapid Head,2016-03-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
812327162 Transect_812327162_2016-03-11_5.2,812327162,Aldinga SZ3,2016-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
812327222 Transect_812327222_2016-03-13_5.2,812327222,Gull Rock,2016-03-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
912346293 Transect_912346293_2012-02-10_4.4,912346293,Rapid Head SZ,2012-02-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
912349769 Transect_912349769_2016-03-25_5.1,912349769,Noarlunga North Outside,2016-03-25,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
912352581 Transect_912352581_2019-02-16_5.4,912352581,Penneshaw Pub,2019-02-16,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
912352589 Transect_912352589_2019-02-17_5.3,912352589,Rapid Head SZ,2019-02-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
912352620 Transect_912352620_2019-02-28_5.3,912352620,Carrickalinga North Site,2019-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
912352628 Transect_912352628_2019-04-15_5.2,912352628,Carrickalinga Nth,2019-04-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
912352631 Transect_912352631_2019-04-15_5.1,912352631,Carrickalinga Head,2019-04-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
912353929 Transect_912353929_2020-02-07_5.2,912353929,Lasseters Reef,2020-02-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
923400296 Transect_923400296_2021-03-23_5.2,923400296,Rapid Head SZ,2021-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
923400306 Transect_923400306_2021-02-23_5.3,923400306,Penneshaw Pub,2021-02-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
923400370 Transect_923400370_2021-03-12_5.3,923400370,Dodd's Beach,2021-03-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
923400393 Transect_923400393_2021-03-21_5.4,923400393,Carrickalinga North Site 2,2021-03-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
923400395 Transect_923400395_2021-03-12_5.3,923400395,Carrickalinga North Site,2021-03-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
923401346 Transect_923401346_2022-03-25_6.1,923401346,Moana outside,2022-03-25,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
923401822 Transect_923401822_2023-02-19_5.1,923401822,Lasseters Reef,2023-02-19,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
923401856 Transect_923401856_2023-02-18_5.3,923401856,Rapid Head,2023-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
923406806 Transect_923406806_2025-03-11_6.1,923406806,Moana outside,2025-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,100,M1_fish
812319722 Transect_812319722_2006-04-27_6.2,812319722,Troubridge Lighthouse,2006-04-27,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,96,M1_fish
812301773 Transect_812301773_2007-02-22_5.3,812301773,Ripple Rock,2007-02-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,95,M1_fish
